5.596973919250364249e-01,1.549254730101811417e-01,1.139042499204397513e-01,2.415174237462568152e-02,3.422429055072961912e-02,6.387680432307123179e-02,1.200441090762974228e-01,1.094322868148093000e-02,4.387301544691863536e-02,5.813482466471502075e-02,1.202369361460694924e-01,-4.315906236488577415e-04,5.372868920758048367e-02,5.025569554238661085e-02,1.202577555314465196e-01,2.103634855066796507e-03,5.217604361903492582e-02,5.183903821216335334e-02,6.673301845829916479e-01,1.648140260797174295e-01,1.156506692029511119e-01,1.827627718944745475e-02,6.462522183077931692e-02,8.357948519692785794e-02,1.196554764758829131e-01,-7.126076307023118152e-03,8.182174819058712911e-02,6.824571541794997864e-02,1.162864490959063107e-01,-7.082966300050871737e-03,8.403554107427146924e-02,6.585714535369102673e-02,1.177381992590449955e-01,-6.345514030424246471e-03,8.361640334347962555e-02,6.644893370350953010e-02
1.549254730101811417e-01,6.292468129600700677e-02,3.667131636523453253e-02,8.216571309876772450e-03,1.396660370923481775e-02,2.322228835943768513e-02,3.815533555586998748e-02,2.914080208545675836e-03,1.705033477947909271e-02,2.123754243970556177e-02,3.734177718372146820e-02,-2.753151270655726686e-03,2.074431677419761103e-02,1.799156333660175897e-02,3.742295641390758210e-02,-1.800333420120255089e-03,2.018025614391646266e-02,1.856891593770978663e-02,1.680123676885005579e-01,6.314391721009916802e-02,3.614348004756757354e-02,2.816549238683298609e-03,2.432031741917958789e-02,2.777958949681203285e-02,3.760014768256684375e-02,-6.355372539529256966e-03,2.988330661939761143e-02,2.302167956836858459e-02,3.487668698913313353e-02,-3.915688503030033060e-03,2.900538200548995887e-02,2.259012798597959115e-02,3.571209280406147102e-02,-3.938903959715940074e-03,2.920906526996979238e-02,2.276705642587084286e-02
1.139042499204397513e-01,3.667131636523453253e-02,2.706556501518876667e-02,5.493117382930100441e-03,8.175022119732084161e-03,1.490267166421508152e-02,2.749754403298134905e-02,3.241444776856361801e-03,9.852827680661620582e-03,1.362781795243761356e-02,2.773140078113698129e-02,1.953280766243316736e-04,1.228118503180124915e-02,1.173832281574923968e-02,2.772381924634747738e-02,5.706944450912142730e-04,1.197746411132663211e-02,1.206021345064693662e-02,1.354683309851005824e-01,3.865038899602939171e-02,2.791682981339502906e-02,3.576640504100363303e-03,1.535524951199308992e-02,1.937683421115159524e-02,2.754937405612617463e-02,-9.306848936781363579e-04,1.835508707847159984e-02,1.592810766654217253e-02,2.605447767973384857e-02,-1.202672871400319640e-03,1.870220660517475306e-02,1.504851713037310031e-02,2.654313267033125284e-02,-1.139275030851527202e-03,1.871220943588971369e-02,1.521229423286709834e-02
2.415174237462568152e-02,8.216571309876772450e-03,5.493117382930100441e-03,3.305400384132089423e-03,8.397604900005665399e-04,3.681000875931979537e-03,6.959297950721130867e-03,-2.631190170321383672e-04,2.675507972331929961e-03,2.871527170293662872e-03,6.629702628400043277e-03,2.057545038950457205e-04,2.709005622903262397e-03,2.735203375276178041e-03,6.702916103021491247e-03,1.472221086685637792e-04,2.742330819204944186e-03,2.728880695856875527e-03,3.296891012070844035e-02,9.195190754314365097e-03,6.735383232727118995e-03,3.336894658215315123e-03,2.525625661919291172e-03,5.718325530315448470e-03,7.461763599130601630e-03,-1.980775135763236747e-03,5.395973612824394618e-03,3.386323969892230442e-03,6.650729652804261358e-03,-8.578145452220288037e-04,4.931167407954253033e-03,3.409297190995363557e-03,6.910592096381047364e-03,-9.454123606602881681e-04,5.005432963758956084e-03,3.462050405011188152e-03
3.422429055072961912e-02,1.396660370923481775e-02,8.175022119732084161e-03,8.397604900005665399e-04,4.245321869912935774e-03,5.740774757566003555e-03,7.915099230240359857e-03,7.650277505178019240e-04,4.316822455957665394e-03,5.459096579193314057e-03,7.600897899352303255e-03,-1.142920802400991314e-03,5.451279500283003239e-03,4.400042772277978388e-03,7.608490913264012029e-03,-7.178832167751203128e-04,5.202846650292741217e-03,4.656627398722449143e-03,3.404912709762614870e-02,1.309525609262335646e-02,7.461380710383426658e-03,-8.822890403885127065e-04,6.556278897075782167e-03,6.029779417788074837e-03,7.584647134375855845e-03,-1.387497423494491768e-03,7.050629158411133267e-03,5.494559211387186823e-03,6.779132099146374484e-03,-7.185226672641414859e-04,6.643994456361371724e-03,5.460493620115964945e-03,6.993765376882441799e-03,-7.732727380387253817e-04,6.728333392156561100e-03,5.466816492914400478e-03
6.387680432307123179e-02,2.322228835943768513e-02,1.490267166421508152e-02,3.681000875931979537e-03,5.740774757566003555e-03,1.022730877441316820e-02,1.570904515843044025e-02,8.677371864624682310e-04,7.463004983165068100e-03,9.081019522452162332e-03,1.518707001157829084e-02,-1.054405706926404363e-03,8.860379052377867493e-03,7.743157950286754312e-03,1.525080280132597339e-02,-6.808802529168604418e-04,8.636061707449012997e-03,8.005170177483478255e-03,7.462651210495391263e-02,2.312528740509264824e-02,1.556008050807016450e-02,1.748527826709185204e-03,1.012304057212360525e-02,1.263413172077287698e-02,1.596393408562656741e-02,-2.888517553326428247e-03,1.315575746763278722e-02,9.714268920758602904e-03,1.439061824088637247e-02,-1.600054900213066910e-03,1.245536843146466573e-02,9.597271165448994015e-03,1.486455746834174779e-02,-1.653170223009231554e-03,1.257748307661033307e-02,9.668112431394636566e-03
1.200441090762974228e-01,3.815533555586998748e-02,2.749754403298134905e-02,6.959297950721130867e-03,7.915099230240359857e-03,1.570904515843044025e-02,3.049036477811530726e-02,2.295823169991541030e-03,1.101220547604527325e-02,1.431460594113334768e-02,2.978156870308762069e-02,1.131960216102168357e-04,1.302032744566258664e-02,1.238508184717121430e-02,2.985604642300339340e-02,5.461856231944463812e-04,1.270870305035450010e-02,1.273967785093015059e-02,1.567804725235866503e-01,4.090878580851593088e-02,3.148688977289165053e-02,6.184215624775084817e-03,1.560729911555226723e-02,2.245173765022398862e-02,3.206249164537020024e-02,-3.159474629515075274e-03,2.142128057921043049e-02,1.670114672536110456e-02,2.956356739476349860e-02,-1.802200435247387940e-03,2.092024707322386046e-02,1.608762096795501861e-02,3.044645105517787206e-02,-1.975018721370647937e-03,2.113176399298532029e-02,1.623358839903164819e-02
1.094322868148093000e-02,2.914080208545675836e-03,3.241444776856361801e-03,-2.631190170321383672e-04,7.650277505178019240e-04,8.677371864624682310e-04,2.295823169991541030e-03,2.576471306387778746e-03,-4.717290917708592997e-04,1.444163129989861367e-03,3.027252391390321869e-03,1.050891240754520898e-03,3.849255256328036048e-04,1.076096627308329324e-03,2.973809048426292925e-03,9.282398974702627936e-04,3.895263719526912598e-04,1.059571591682172478e-03,7.055155328494582684e-03,3.899325920407219551e-03,2.596119124352532642e-03,-7.169656460200412446e-04,1.743799666290954788e-03,1.049877305657490262e-03,1.661022463547782903e-03,2.490745231362297748e-03,8.345368208581651389e-05,2.029882698894279903e-03,1.821743252528761807e-03,3.911140677481729261e-04,1.014213931358537088e-03,1.309583496169715788e-03,1.724629101950141347e-03,3.628449946402131530e-04,9.849730879054213219e-04,1.273711704292670261e-03
4.387301544691863536e-02,1.705033477947909271e-02,9.852827680661620582e-03,2.675507972331929961e-03,4.316822455957665394e-03,7.463004983165068100e-03,1.101220547604527325e-02,-4.717290917708592997e-04,6.153861960626777830e-03,6.440923463059721951e-03,1.014955576886770496e-02,-1.493076644430646732e-03,6.860038577798777300e-03,5.478051132955980701e-03,1.022363996520590096e-02,-1.072333678312054712e-03,6.645520976305537529e-03,5.723033008613993833e-03,5.399624870206708865e-02,1.640014670940172573e-02,1.078962146750505301e-02,1.281259910351170185e-03,7.258371512368965404e-03,9.195387583325987518e-03,1.153000309298434813e-02,-3.424550266782333367e-03,1.025911832134413296e-02,6.570636506016584895e-03,1.025748693755195416e-02,-1.461711402464995445e-03,9.241575731417438905e-03,6.868239396851550695e-03,1.071588700246286531e-02,-1.533448115001639694e-03,9.396381078492962655e-03,6.928551409350559333e-03
5.813482466471502075e-02,2.123754243970556177e-02,1.362781795243761356e-02,2.871527170293662872e-03,5.459096579193314057e-03,9.081019522452162332e-03,1.431460594113334768e-02,1.444163129989861367e-03,6.440923463059721951e-03,8.504002731373369942e-03,1.382840290702166269e-02,-8.038646139650700278e-04,7.948056305467287100e-03,7.072594406579525879e-03,1.386886341794842450e-02,-3.948224380835853808e-04,7.695723137355029060e-03,7.353109558060088626e-03,6.541068222988519199e-02,2.131191778815579030e-02,1.402385643481854523e-02,1.043979167933289454e-03,9.534349305135397107e-03,1.115567967429272923e-02,1.423302943280307584e-02,-2.078440541083116221e-03,1.162344167147186420e-02,9.080781326221561492e-03,1.274686118713347534e-02,-1.246000924725167462e-03,1.111614534746105908e-02,8.796958500898994712e-03,1.317142483433071144e-02,-1.352173872551885913e-03,1.126219406865218431e-02,8.838680413524398552e-03
1.202369361460694924e-01,3.734177718372146820e-02,2.773140078113698129e-02,6.629702628400043277e-03,7.600897899352303255e-03,1.518707001157829084e-02,2.978156870308762069e-02,3.027252391390321869e-03,1.014955576886770496e-02,1.382840290702166269e-02,3.096750507417586964e-02,3.741147412940214363e-04,1.264389366041804991e-02,1.225109697856715564e-02,3.066349279457383434e-02,1.020302253304484650e-03,1.218839276017096712e-02,1.256935752126110348e-02,1.583078847999742078e-01,4.072905909617455938e-02,3.174525369593517860e-02,6.115406777236490760e-03,1.529274240745863780e-02,2.199872768084918870e-02,3.164125236189464091e-02,-1.387897219015773098e-03,2.010195308226265729e-02,1.673328013445958898e-02,3.073794780847679750e-02,-2.097540976026583941e-03,2.091247969030275017e-02,1.592699883463706556e-02,3.117359198289859287e-02,-1.657603144757909767e-03,2.072863809729663664e-02,1.614474940348351734e-02
-4.315906236488577415e-04,-2.753151270655726686e-03,1.953280766243316736e-04,2.057545038950457205e-04,-1.142920802400991314e-03,-1.054405706926404363e-03,1.131960216102168357e-04,1.050891240754520898e-03,-1.493076644430646732e-03,-8.038646139650700278e-04,3.741147412940214363e-04,2.174788380340197252e-03,-1.858197113189512901e-03,-3.765800963163707347e-04,6.040988773627973922e-04,7.703910969032908831e-04,-1.321594037078636973e-03,-7.714727114383004587e-04,6.993484680139885933e-04,-1.539320826356985498e-03,4.086321706350017069e-04,1.055129317274213115e-03,-1.242216364871868376e-03,-5.508147768837719964e-04,-1.056722109152948870e-04,1.820941341215933078e-03,-1.785808245620147975e-03,-2.924286589273189171e-04,-2.528638604755818276e-04,1.506332459888689614e-03,-1.655347613026821735e-03,-5.456003948096873647e-04,2.958829490633489571e-05,4.447916647873899495e-04,-1.223563008236465107e-03,-7.390130562379950080e-04
5.372868920758048367e-02,2.074431677419761103e-02,1.228118503180124915e-02,2.709005622903262397e-03,5.451279500283003239e-03,8.860379052377867493e-03,1.302032744566258664e-02,3.849255256328036048e-04,6.860038577798777300e-03,7.948056305467287100e-03,1.264389366041804991e-02,-1.858197113189512901e-03,8.310893551073976135e-03,6.612686143542675574e-03,1.255568936094481752e-02,-9.107824020455719191e-04,7.823719390545104749e-03,7.035807489905441560e-03,6.219689441799555046e-02,2.010560720065130910e-02,1.275939768376304316e-02,7.968516843073050531e-04,9.094411350485781184e-03,1.059669608539181608e-02,1.339234788512188613e-02,-3.031581740571909558e-03,1.167986959136633508e-02,8.245239488120599189e-03,1.227373694842758337e-02,-1.916786656379115090e-03,1.111945703562846818e-02,8.276538766680729270e-03,1.257815751759604889e-02,-1.585003237046353659e-03,1.105959757642417489e-02,8.408222737438094882e-03
5.025569554238661085e-02,1.799156333660175897e-02,1.173832281574923968e-02,2.735203375276178041e-03,4.400042772277978388e-03,7.743157950286754312e-03,1.238508184717121430e-02,1.076096627308329324e-03,5.478051132955980701e-03,7.072594406579525879e-03,1.225109697856715564e-02,-3.765800963163707347e-04,6.612686143542675574e-03,6.119338985853538769e-03,1.226857378002877384e-02,-3.615976576953744133e-04,6.537957711578793775e-03,6.205452206990887294e-03,5.884764636565531504e-02,1.827130924368604650e-02,1.243732573915549804e-02,1.405155731325019586e-03,7.906795219039187278e-03,9.828321726302062869e-03,1.252673156297315522e-02,-1.730485500165618263e-03,9.938499439942500777e-03,7.737725042743169232e-03,1.145912937992604914e-02,-1.031051924613882046e-03,9.595764688702336162e-03,7.558777539428677104e-03,1.182522079591703801e-02,-1.237189655806482120e-03,9.748291374948514151e-03,7.559347983881910087e-03
1.202577555314465196e-01,3.742295641390758210e-02,2.772381924634747738e-02,6.702916103021491247e-03,7.608490913264012029e-03,1.525080280132597339e-02,2.985604642300339340e-02,2.973809048426292925e-03,1.022363996520590096e-02,1.386886341794842450e-02,3.066349279457383434e-02,6.040988773627973922e-04,1.255568936094481752e-02,1.226857378002877384e-02,3.100251511564361059e-02,7.538109301074264563e-04,1.238443094013710367e-02,1.262056859265722752e-02,1.581851041532058300e-01,4.079905838979663163e-02,3.180378404455377200e-02,6.215327399329177889e-03,1.531559053061930242e-02,2.210630167413621047e-02,3.172103405741193843e-02,-1.555723549012759041e-03,2.024764173964979999e-02,1.672811985026087522e-02,3.047798839866920628e-02,-1.656984392299984182e-03,2.071684758512741878e-02,1.600354454926114153e-02,3.156218318224925795e-02,-2.166066887869369951e-03,2.110339526718517725e-02,1.613774747524057696e-02
2.103634855066796507e-03,-1.800333420120255089e-03,5.706944450912142730e-04,1.472221086685637792e-04,-7.178832167751203128e-04,-6.808802529168604418e-04,5.461856231944463812e-04,9.282398974702627936e-04,-1.072333678312054712e-03,-3.948224380835853808e-04,1.020302253304484650e-03,7.703910969032908831e-04,-9.107824020455719191e-04,-3.615976576953744133e-04,7.538109301074264563e-04,1.875272886625201953e-03,-1.330032596420419651e-03,-9.724970814991190952e-05,3.400379426940091168e-03,-6.313436791595437381e-04,8.255948688431016553e-04,8.222887991450194851e-04,-6.657737733276291843e-04,-1.482616751853733320e-04,4.938601447716137963e-04,1.393319031231335294e-03,-1.024594458122012096e-03,6.007927345662175725e-06,6.477541013206001902e-04,3.766566963356349934e-04,-6.054146946919902132e-04,-2.510609341936631263e-04,2.331336181598023228e-04,1.431485232481581648e-03,-1.107506578047068183e-03,-4.994589456700502302e-05
5.217604361903492582e-02,2.018025614391646266e-02,1.197746411132663211e-02,2.742330819204944186e-03,5.202846650292741217e-03,8.636061707449012997e-03,1.270870305035450010e-02,3.895263719526912598e-04,6.645520976305537529e-03,7.695723137355029060e-03,1.218839276017096712e-02,-1.321594037078636973e-03,7.823719390545104749e-03,6.537957711578793775e-03,1.238443094013710367e-02,-1.330032596420419651e-03,7.785414055477449941e-03,6.693303277217582496e-03,6.043846544968942136e-02,1.955272605691399032e-02,1.243290109771322954e-02,9.185746369461747496e-04,8.744710389665875244e-03,1.034778922538181177e-02,1.299547942599459452e-02,-2.880383053362991792e-03,1.127767886313578265e-02,8.029381813446414759e-03,1.178698007076770145e-02,-1.507054961914151923e-03,1.059712653740994305e-02,8.072659274735263443e-03,1.237600410667349590e-02,-1.978023547531723280e-03,1.094783376709258620e-02,8.038718086041117192e-03
5.183903821216335334e-02,1.856891593770978663e-02,1.206021345064693662e-02,2.728880695856875527e-03,4.656627398722449143e-03,8.005170177483478255e-03,1.273967785093015059e-02,1.059571591682172478e-03,5.723033008613993833e-03,7.353109558060088626e-03,1.256935752126110348e-02,-7.714727114383004587e-04,7.035807489905441560e-03,6.205452206990887294e-03,1.262056859265722752e-02,-9.724970814991190952e-05,6.693303277217582496e-03,6.576426007818006458e-03,6.076013693615464617e-02,1.883568752021051729e-02,1.282304114590040664e-02,1.319647643488213850e-03,8.277309385315076776e-03,1.013619981978331960e-02,1.299219887986799611e-02,-1.949732724247570147e-03,1.041712707768935667e-02,7.962100319790174976e-03,1.185274384870803506e-02,-1.215101149323710630e-03,1.001800270044493971e-02,7.813167438080784524e-03,1.223697640299813497e-02,-1.091424258911946046e-03,1.005768230614990585e-02,7.933662817775861964e-03
